"FULL_Charge","FULL_AcidicMolPerc","FULL_AURR980107","FULL_DAYM780201","FULL_GEOR030101","FULL_OOBM850104","NT_EFC195","AS_MeanAmphiMoment","AS_DAYM780201","AS_FUKS010112","CT_RACS820104","CLASS"
3,9.333,0.988,75.093,0.998,-1.655,0,15.561,69.889,5.512,1.263,1
7.5,6.667,1.006,80.917,0.96,-2.805,0,15.595,86.111,6.135,0.896,1
4.5,2.439,0.9,72.39,0.981,-1.271,0,15.999,67.667,4.609,1.465,1
8,0,0.886,72.368,0.965,-3.134,0,15.958,69.722,6.264,1.206,1
4,0,0.841,65.667,0.99,-5.869,0,16.129,67.889,6.556,1.41,1
3,0,0.97,83.286,0.976,-5.237,0,20.596,83.286,6.807,0.906,1
9,6.452,0.94,81.968,0.997,-2.393,0,16.272,93.167,5.337,1.284,1
11,7.792,0.939,78.675,1.013,-2.738,0,16.328,74.333,6.484,1.291,1
9.5,3.077,0.937,65.6,0.991,-0.317,0,16.003,66.556,5.178,1.66,1
4,5.714,0.848,76.657,0.956,-4.355,0,16.172,71.944,6.813,1.423,1
2,12.5,0.991,73,0.958,-4.122,0,16.209,70.167,6.815,1.364,1
5,0,0.733,50.167,0.947,-1.692,0,15.904,50.167,4.358,2.094,1
3,0,0.947,60.5,1.022,-4.631,0,17.869,60.5,7.304,1.06,1
7.5,0,0.945,59.7,1.043,-2.006,0,16.166,60,5.328,1.252,1
12,4.444,0.866,62.644,0.981,-3.081,0,16.183,78.556,5.963,1.562,1
0,0,0.823,60.385,1.032,-4.287,0,22.512,60.385,7.51,1.07,1
6.5,10.256,1.011,76.462,0.988,-2.104,0,16.48,62.889,5.427,1.22,1
9,0,0.826,64.946,0.964,-3.231,0,16.441,64.889,5.382,1.476,1
5,0,0.81,57.083,0.952,-3.575,0,16.504,58.722,4.665,1.598,1
8.5,0,0.903,67.063,0.952,-3.224,0,17.043,69.722,6.017,1.307,1
1,3.571,0.839,69.893,0.952,-2.118,0,16.852,70.722,5.483,1.558,1
3,7.143,0.868,69.964,0.946,-4.206,1,16.561,64.333,7.314,1.541,1
5,1.563,0.904,80.688,0.954,-4.182,0,16.926,76.778,6.457,0.955,1
-3,7.778,0.961,77.356,0.964,-1.654,0,16.96,84.611,6.141,1.431,1
4.5,8.054,0.935,76.913,0.979,-1.547,0,16.906,60,5.562,1.269,1
2.5,8,0.957,77.24,0.955,-3.56,1,17.151,79.778,6.354,0.948,1
-2,8.571,0.935,69,0.956,-2.903,0,17.064,71.444,5.486,1.074,1
8,6.667,0.961,73.84,0.994,-2.078,0,16.992,71.444,5.451,1.263,1
1,6.25,0.842,70,0.951,-4.466,1,18.754,70,6.724,1.029,1
1,9.524,1.015,67.429,0.992,-1.726,0,16.912,64.944,5.875,1.149,1
1.5,4,0.947,69.84,1.008,-2.507,1,16.939,69.611,6.602,1.101,1
1.5,1.724,0.998,75.931,0.977,-3.864,0,17.115,75.833,6.357,0.977,1
2.5,8.197,0.869,67.852,0.95,-2.406,0,16.973,54.056,4.848,1.328,1
5.5,2.632,0.925,71.553,0.951,-2.965,0,16.79,62.556,6.936,1.136,1
1,0,0.775,70.846,0.981,-5.311,0,23.303,70.846,7.104,1.099,1
7,0,1.013,45.417,1.04,-5.946,0,24.893,45.417,3.533,1.365,1
4.5,0,0.9,67.111,1.006,-5.109,1,16.334,67.111,6.371,0.919,1
2.5,4.167,0.885,65.667,0.957,-4.314,0,16.337,64.222,5.568,1.464,1
5.5,6.667,0.959,69.7,0.981,-2.902,0,16.478,75.167,5.771,1.173,1
3,3.03,0.911,78.97,0.976,-4.129,0,16.513,81.5,6.579,1.603,1
5,5.128,0.925,64.462,0.962,-1.89,0,16.521,61.5,4.507,1.712,1
-1.5,10.526,0.855,63.947,0.935,-1.398,0,16.604,58.333,4.418,1.796,1
2,0,0.943,68.909,0.964,-3.281,0,16.779,69.611,5.445,1.202,1
8.5,0,0.959,66.37,1.02,-2.239,0,16.981,69.167,5.577,1.353,1
3.5,3.846,0.996,74.615,0.956,-3.822,0,17.013,70.444,5.25,1.077,1
1,0,0.868,69.538,1.009,-5.392,0,23.406,69.538,6.805,1.044,1
4.5,0,0.944,74.364,0.965,-3.442,0,17.188,76.889,4.762,1.188,1
8.5,3.03,0.853,54.303,0.99,-1.656,0,17.152,55.111,5.686,1.713,1
4,0,0.953,81.493,0.969,-4.041,0,17.393,77.778,5.846,1.016,1
0,14.286,0.971,67.357,0.972,-5.059,0,22.119,67.357,6.253,0.894,1
5,0,1.013,70.192,0.994,-4.843,0,17.465,70.556,6.638,0.959,1
4,3.03,0.924,70.576,0.958,-3.928,1,17.619,72.333,6.948,1.391,1
2,5.556,0.944,84.056,0.991,-2.981,0,16.958,84.056,5.576,0.922,1
1,10,0.968,66.6,0.985,-3.828,1,16.966,69.056,7.384,1.024,1
4,2.941,0.891,72.059,0.992,-3.011,0,17.095,73.778,4.714,1.515,1
7,5.479,0.955,80.63,0.991,-2.568,0,16.873,72.667,6.308,1.047,1
1,4,0.849,64.76,0.992,-3.855,0,17.157,70.611,5.658,1.665,1
5,3.03,0.89,68.455,0.969,-1.843,1,17.564,68.833,6.108,1.113,1
4,6.818,0.983,78.364,0.972,-3.953,0,17.555,82.333,6.324,1.172,1
6,6.25,0.935,70.156,0.991,-1.393,0,17.451,84.722,5.757,1.289,1
2.5,6.667,0.809,62.6,0.932,-1.729,0,17.229,58.833,4.563,1.554,1
4.5,6.818,0.838,65.5,0.945,-0.668,0,17.257,58.111,4.772,1.391,1
-4,14,0.973,73.4,0.962,-1.348,0,17.412,72.833,4.843,1.265,1
2,13.333,0.989,72.4,1.109,2.929,0,20.722,72.4,4.903,1.521,1
13,0,0.808,61,1.005,-4.316,0,17.38,61,6.628,1.411,1
4,0,0.894,63.333,1.016,-4.911,0,17.256,67.944,6.534,1.449,1
3,3.846,0.971,73.423,1.083,1.391,0,17.293,76.5,4.888,1.462,1
4,7.5,0.931,73.425,1.003,-2.085,0,17.497,72.556,5.177,1.454,1
2,6.061,0.882,79.848,0.949,-3.488,0,17.647,87.278,6.536,1.58,1
5.5,0,0.842,71.073,0.969,-3.058,0,17.616,63.444,4.792,1.595,1
3,5.405,0.933,69.189,0.968,-4.471,1,17.85,67.889,6.803,1.431,1
2,9.091,0.966,71,0.988,-4.455,0,17.745,71.222,6.069,1.065,1
4.5,3.922,0.884,72.804,0.983,-0.079,0,17.806,68.778,4.394,1.291,1
5,0,0.856,66.417,1.015,-5.29,0,27.01,66.417,4.895,1.37,1
8,0,0.931,60.9,1.013,-2.487,0,18.307,62.944,5.673,1.604,1
3.5,2.703,0.882,76.432,0.977,-2.341,0,18.201,78.444,5.835,1.198,1
-3.5,13,1.038,77.03,0.991,-1.854,0,18.261,81.333,5.826,1.058,1
3,0,0.88,63.857,1.004,-4.635,0,18.169,65.556,6.734,1.525,1
6,2.703,0.877,70.405,0.965,-3.769,0,18.506,67.333,6.868,1.428,1
8,0,0.897,71.824,0.972,-3.726,0,18.47,76,6.017,1.483,1
3.5,0,1.015,67,0.997,-2.204,0,27.246,67,4.479,1.242,1
2.5,6.25,0.881,69.719,0.985,-3.442,1,18.404,69.556,5.843,1.831,1
9,4.545,0.872,74.561,0.98,-1.264,0,18.39,70.333,5.851,1.443,1
7,2.632,0.879,57.684,1.017,-0.475,0,18.282,56.944,4.116,1.94,1
4.5,0,0.919,60.519,1.029,-3.181,0,18.118,61.556,7.158,1.249,1
3,0,0.695,47.409,0.916,-3.214,0,17.853,48.222,4.132,1.86,1
0,15.385,0.93,69.231,0.944,-6.446,0,24.379,69.231,6.341,1.069,1
7,10.811,1.013,69.527,1.014,-0.698,0,17.716,75.667,5.033,1.326,1
2,0,0.919,59.538,1.017,-5.747,0,24.736,59.538,5.888,1.124,1
2.5,2.083,0.88,71.292,0.941,-2.649,0,17.891,70.889,5.566,1.226,1
4,0,0.935,56.235,1.027,-4.928,1,18.597,56.235,7.157,1.039,1
2,0,0.946,72.316,1.006,-3.817,0,17.788,74.111,6.381,0.959,1
1,9.615,0.919,67.442,0.949,-2.765,0,17.838,64,5.627,1.08,1
2,0,0.815,73.636,1.017,-5.977,0,28.873,73.636,7.493,1.164,1
3,3.448,1.093,77.759,0.961,-4.373,1,17.749,83.667,6.467,0.891,1
4.5,16.129,1.158,74.581,1.005,1.765,0,17.709,70.5,4.286,1.498,1
8.5,3.03,0.848,61.758,0.986,-0.855,0,17.694,59.444,4.475,1.79,1
9.5,0,0.879,64.346,0.973,-4.455,0,17.763,67.056,6.523,1.044,1
2,0,0.857,79.636,0.994,-3.946,0,17.772,81.778,6.86,1.261,1
1,6.25,0.859,66.5,0.961,-4.234,1,19.744,66.5,7.017,1.025,1
1.5,12,0.988,72.36,0.967,-3.393,1,17.719,73,7.184,1,1
3,4.878,0.909,70.756,0.973,-2.3,0,18.149,66.056,4.958,1.439,1
1,11.111,0.947,69.46,1.013,-0.939,0,18.106,66.611,4.951,1.387,1
1.5,2.273,0.921,74.636,0.953,-3.19,0,18.01,82.556,6.148,1.218,1
6,3.333,0.864,64.067,0.986,-1.92,0,18.271,64.778,5.316,1.26,1
2,0,0.86,66.067,0.967,-2.416,0,17.701,73.056,6.397,1.222,1
4.5,4.545,0.99,65.818,1.03,-4.603,0,17.816,66.278,6.108,1.16,1
3,0,0.83,65.609,0.987,-5.053,1,18.218,64.611,6.641,1.458,1
3,0,0.81,61.316,1.001,-1.512,0,18.159,61.111,5.493,1.575,1
3.5,4.348,0.937,72.913,0.966,-4.057,0,18.479,73.444,6.395,1.167,1
9.5,10.667,0.926,62.16,0.98,-1.579,0,18.431,66.056,4.828,1.461,1
5.5,4.762,1.029,60.762,1.014,-2.19,0,18.781,62.722,5.653,1.145,1
2,0,0.925,75.75,1.004,-0.099,1,18.472,72.111,4.899,1.178,1
3,0,0.905,66.211,1.001,-5.369,0,18.281,67.667,6.352,1.314,1
3,0,0.799,57.706,1.013,-5.993,0,19.273,57.706,6.064,1.529,1
6,10.638,0.999,77.426,1.01,-1.743,0,18.375,76.833,6.077,1.299,1
3,5.882,0.966,75.059,1.034,-2.682,0,19.13,75.059,5.431,1.044,1
5,0,0.919,68.833,0.992,-4.539,0,17.713,68.833,5.141,1.489,1
3,2.941,0.862,63.941,0.928,-1.683,0,17.756,64.778,4.62,1.31,1
3.5,0,0.941,71.583,1.01,-3.5,0,17.958,77.056,6.018,1.674,1
6,0,0.765,49.278,0.977,-0.633,0,17.929,49.278,4.824,1.77,1
1.5,4.545,0.888,77.409,0.935,-2.721,0,18.048,78.222,4.833,0.959,1
3.5,9.756,0.901,63.585,0.977,-1.168,0,17.751,68.667,5.549,1.701,1
12.5,9.917,0.913,67.645,0.965,-1.79,0,17.959,69.056,5.58,1.428,1
6,0,0.807,59.333,0.934,-10.432,0,26.422,59.333,6.08,1.01,1
5.5,0,0.964,64.16,0.968,-3.596,0,17.992,69.222,6.02,1.038,1
3,0,0.878,62.882,0.997,-2.664,1,18.831,62.882,5.106,1.472,1
3,2.703,0.86,58.081,0.955,-0.663,0,17.802,53.722,5.005,1.537,1
3,0,0.953,66.043,1.124,2.124,0,17.634,64,4.75,1.534,1
9,0,0.903,59.558,1.175,0.793,0,17.589,62.5,4.789,1.458,1
4,6.452,0.916,72.645,0.973,-3.523,0,17.17,77.333,5.912,1.725,1
2,7.143,0.947,74.75,0.958,-3.532,1,17.031,76.278,6.536,1.517,1
8.5,3.125,0.826,52.063,0.98,-1.232,0,16.948,58.889,5.171,1.781,1
4,9.859,0.996,81.254,0.995,-1.09,0,17.196,81.556,5.63,1.243,1
8,0,0.864,56,1.002,-5.838,0,16.442,56,7.516,1.038,1
-0.5,6.25,0.847,68.188,0.959,-2.171,0,18.54,68.188,4.761,1.365,1
3,4.167,0.933,69.208,0.994,-4.92,0,16.886,72.611,6.923,1.124,1
3,0,0.953,69.259,0.978,-3.446,0,17.136,71.556,7.012,1.075,1
7,0,0.933,66.8,1.002,-3.639,0,17.423,66.611,5.749,1.329,1
4,0,0.862,73.958,0.974,-5.592,0,17.584,79.222,6.218,1.451,1
1,10.638,0.975,75.957,1.006,-0.738,0,17.897,72.5,5.83,1.139,1
2,3.125,0.792,78.469,0.954,-3.039,0,17.886,70.111,5.016,1.554,1
1,6.25,0.952,81.063,0.984,-4.151,0,20.33,81.063,7.021,1.083,1
1,0,0.754,76.583,0.963,-3.153,1,27.124,76.583,6.645,1.279,1
1,0,0.798,74.75,1.045,-1.527,0,27.326,74.75,6.761,1.209,1
15,0,0.838,61.289,1.023,-3.85,1,18.787,60,6.259,1.286,1
1,0,0.809,61.231,1.012,-6.042,0,25.671,61.231,6.925,1.119,1
3,2.326,0.874,77.023,0.923,-2.407,0,18.728,90.333,5.313,1.099,1
3,3.03,0.873,76.758,0.97,-3.75,1,18.767,88.389,6.928,1.53,1
0,20.93,1.176,74.826,1.011,-0.326,0,18.944,79.889,6.381,1.065,1
0,5.263,0.916,85.632,0.962,-5.007,0,18.86,88.111,6.258,1.086,1
5,2.564,0.903,74.41,1.013,-1.663,0,19.109,74.611,5.653,1.283,1
-2.5,30.769,1.225,79.231,1.002,-0.702,0,26.654,79.231,5.672,0.982,1
3.5,6.667,0.99,75,0.967,-3.452,1,19.344,75.722,6.513,1.49,1
6,0,0.964,81.103,0.952,-5.018,1,19.432,80.778,6.411,1.019,1
2.5,2.381,0.849,58.214,0.995,-3.06,0,19.515,64.944,5.302,1.281,1
19,8.772,0.996,77.965,0.996,-1.571,0,19.726,76.611,5.874,1.304,1
5.5,13.869,1.104,72,1.021,-1.487,0,19.801,64.167,5.572,1.147,1
1,7.143,0.921,76.929,1.001,-5.02,0,24.6,76.929,6.52,1.078,1
6.5,10.811,1.039,73.405,1.021,-2.941,0,19.523,70.556,5.894,1.181,1
1.5,0,0.876,60.833,1.023,-2.593,0,28.696,60.833,4.923,1.605,1
6,0,0.847,45.5,0.967,-1.837,0,19.292,44.278,3.92,1.843,1
0,3.448,0.791,63.897,0.955,-1.97,0,19.237,63.722,4.44,1.762,1
1,0,0.836,69.353,1.008,-4.724,0,20.727,69.353,6.542,1.046,1
4,0,0.898,69.739,0.967,-3.305,0,19.782,68.833,5.56,1.084,1
3,0,0.707,52.944,0.928,-3.743,1,19.859,52.944,4.482,1.84,1
5.5,3.03,0.832,67.364,0.966,-1.536,0,20.008,70.833,5.158,1.728,1
3,0,0.957,69.2,0.987,-3.786,0,20.054,75.278,6.523,1.024,1
1.5,8.889,0.892,66.489,0.998,-0.742,0,19.975,65.556,5.202,1.382,1
3,7.018,0.903,69.158,0.991,-1.971,0,19.962,70.722,5.931,1.475,1
8,0,0.857,64.39,1.007,-1.515,0,19.83,60.167,4.601,1.83,1
9,7.937,0.942,66.286,0.977,-1.886,0,19.856,61.667,5.619,1.273,1
4.5,0,0.915,71.591,1.023,-1.401,0,20.01,74.222,5.861,1.264,1
9,2.564,0.816,61.231,0.979,-3.242,0,20.077,62.611,5.471,1.693,1
1,0,0.792,67.462,1.014,-4.253,0,27.886,67.462,5.997,1.204,1
3.5,7.143,0.91,71.393,0.954,-3.684,1,20.154,70.944,6.382,1.495,1
8,0.752,0.708,48.669,0.89,-0.999,0,20.267,47.889,6.562,1.11,1
11.5,7.937,1.034,75.905,0.971,-2.828,0,20.373,71.389,6.172,0.964,1
5,0,0.872,61.55,1.017,-2.932,1,20.364,57.278,5.268,1.59,1
2,8,0.95,74.64,0.973,-3.779,1,20.437,78.389,7.035,0.938,1
2,0,0.827,64.471,0.974,-4.827,0,21.595,64.471,7.134,1.049,1
5.5,0,0.975,70.912,0.943,-4.38,1,20.488,76.056,6.684,0.99,1
3,7.143,0.896,72.071,0.946,-4.41,1,20.498,69.889,7.021,1.495,1
-1,5,0.811,61.65,0.949,-3.097,0,20.601,62.056,5.454,1.809,1
1,7.143,0.872,63.286,0.955,-5.978,0,26.209,63.286,6.398,1.041,1
12,5.512,0.98,75.22,1.005,-1.349,0,20.537,86.444,4.817,1.153,1
3,3.704,0.875,74.333,0.972,-2.847,0,20.617,81.111,5.297,1.572,1
1,0,0.932,60.231,1.081,-4.168,0,28.359,60.231,7.615,1.077,1
6,0,0.882,63.833,1.034,-4.172,0,30.852,63.833,4.87,1.37,1
3,0,0.952,67.583,1.002,-3.483,0,20.758,71.722,6.088,1.463,1
2,0,0.851,71.769,0.976,-3.115,0,29.047,71.769,6.065,1.154,1
3.5,4.348,0.912,70.522,0.96,-4.663,0,21.458,67.056,6.033,0.986,1
1,3.03,0.822,76.727,0.975,-2.88,0,21.37,69.556,6.101,1.572,1
0,9.804,0.997,79.206,0.989,-2.065,0,21.52,80.278,5.887,1.113,1
-0.5,14.634,1.197,79.073,1.015,-2.128,0,21.421,83.389,6.016,1.348,1
4,0,0.888,65,0.992,-5.264,0,21.602,67.278,6.568,1.442,1
0.5,8,0.947,61.76,0.991,0.042,0,21.625,59.056,4.573,1.57,1
14,0,0.816,66.25,1.021,-4.083,0,21.901,65.111,6.698,1.329,1
14,0,0.919,69.51,0.998,-1.49,0,21.631,77.778,6.268,1.174,1
15,3.125,0.895,71.391,1.01,-2.432,0,21.682,73.833,5.627,1.735,1
2,7.692,0.894,76.308,0.931,-5.864,0,30.03,76.308,6.152,1.065,1
4,3.125,0.875,73.531,0.946,-4.414,1,21.725,82.833,6.633,1.567,1
1,0,0.824,57.077,1.024,-4.943,0,30.047,57.077,7.066,1.043,1
1,6.061,1.043,74.485,1.009,-2.115,0,21.89,72.611,6.034,0.994,1
0.5,0,0.909,71.385,1.014,-4.002,0,29.868,71.385,6.222,1.079,1
6,0,0.934,46.462,0.985,-10.022,0,29.73,46.462,4.601,1.104,1
-2,12.632,1.005,76.832,0.996,-2.243,0,21.689,82.333,6.133,1.08,1
1,0,0.865,72.077,1.002,-5.919,0,29.787,72.077,6.334,1.121,1
5,8.333,1.008,67.167,0.98,-4.804,0,21.577,70.222,5.794,1.053,1
8,0,0.848,68.615,1.001,-3.641,0,21.422,74.222,6.011,1.119,1
6,0,0.879,72.688,0.993,-5.068,0,24.352,72.688,6.586,1.199,1
3,9.677,0.952,66.581,0.965,-4.4,0,21.642,70.111,6.887,1.543,1
1,7.143,0.935,73.357,0.959,-6.163,0,27.62,73.357,6.586,0.998,1
3,0,0.873,68.125,0.987,-4.517,0,21.57,73.889,6.571,1.527,1
4,0,0.832,64.583,0.986,-5.853,0,21.82,69.333,6.245,1.442,1
6,3.774,0.965,72.132,0.96,-4.993,1,21.925,67.944,6.624,1.061,1
14,8.696,1.068,79.058,0.999,-1.953,0,22.088,78.111,6.588,0.993,1
12,5.333,0.95,73.36,0.999,-3.01,0,22.266,70.111,5.53,1.135,1
3,3.03,0.867,81.061,0.959,-4.019,1,22.129,90.111,6.409,1.556,1
8.5,2.326,0.91,66.465,0.97,-2.425,0,22.147,76.333,4.967,1.786,1
10,4.167,1.017,74.854,0.998,-3.738,0,22.552,68.333,7.199,1.141,1
3,6.897,0.9,72.793,0.953,-3.9,1,22.46,72.944,6.882,1.483,1
8,0,0.868,61.081,0.974,-0.698,0,22.262,64.722,4.622,1.615,1
4,3.704,0.896,56.815,0.974,-4.46,0,22.485,57.167,7.171,1.464,1
3,0,0.882,45.6,1.041,-5.302,0,22.448,46.167,7.087,1.37,1
3.5,6.977,0.885,64.744,0.945,-1.478,0,22.484,71.611,4.546,1.796,1
1,13.636,0.982,73.909,0.954,-4.288,1,22.351,78.167,6.335,1.086,1
4,6.25,0.877,65.125,0.971,-1.217,0,22.356,70.389,5.219,1.71,1
4,9.091,0.895,76.424,0.954,-4.592,0,22.304,70.667,6.77,1.519,1
8,7.692,0.848,69.365,0.968,-1.68,1,22.345,71.5,5.509,1.897,1
3,4.762,0.917,59.714,0.992,-3.649,1,22.325,61.611,7.008,1.026,1
4,0,0.87,69.208,1.006,-4.727,0,22.457,75.944,6.211,1.58,1
2,0,0.957,86.053,0.996,-3.289,0,22.514,88.556,6.031,1.054,1
3.5,3.03,0.863,74.606,0.935,-3.889,1,22.669,78.611,5.639,1.489,1
1,0,0.963,69.118,0.996,-4.729,0,23.465,69.118,7.215,1.021,1
7,0,0.862,61.237,0.967,-0.989,0,22.153,63.889,4.329,1.664,1
2,4,0.904,72.6,0.973,-2.722,1,22.123,67.556,6.782,1.105,1
3,6.061,0.878,62.606,0.977,-1.214,0,22.024,59.389,4.832,1.689,1
15,0,0.844,64.765,1.015,-5.478,0,21.975,64.444,6.734,1.346,1
6.5,2.439,0.828,60.439,0.978,-2.358,0,21.613,61.722,4.545,1.59,1
4,0,0.96,68.875,0.992,-4.445,0,21.772,67.167,6.099,1.371,1
11,2.381,0.922,74.595,0.974,-4.007,0,21.927,74.333,6.639,1.046,1
6.5,7.547,0.857,74.434,0.982,-0.533,0,21.94,73.333,5.462,1.264,1
10,4.167,0.916,71.5,1.071,-1.282,0,21.447,64.278,5.788,1.237,1
3,0,0.887,56.538,0.993,-5.979,0,29.457,56.538,7.311,0.849,1
2,0,0.721,58.381,0.93,-4.678,1,21.323,62.056,6.897,1.454,1
7,8.333,0.926,74.111,0.971,-4.766,0,21.273,72.167,6.612,0.961,1
5.5,5.263,0.976,74.263,0.969,-3.643,0,21.38,77.5,5.701,1.085,1
2,0,0.916,58.071,0.996,-7.364,0,27.456,58.071,5.394,1.115,1
5,0,0.785,61.96,0.952,-2.38,0,21.387,57.278,4.913,1.32,1
3.5,0,0.906,68.389,1.001,-4.668,0,21.114,68.389,6.906,1.087,1
1.5,4,0.947,67.92,1.004,-2.721,0,21.283,74.611,5.897,1.101,1
-2,12.987,0.973,72.455,0.969,-2.537,0,21.399,71,6.526,1.447,1
1,0,0.902,68.615,1.004,-3.241,0,29.853,68.615,7.136,1.091,1
9,5.357,0.885,73.446,0.972,-2.168,0,21.686,74.111,4.952,1.58,1
1.5,0,0.876,63.438,1.018,-2.01,0,24.356,63.438,5.481,1.626,1
3,0,0.862,67.667,0.997,-4.85,0,21.94,73.944,6.298,1.515,1
1,7.143,1.016,74.643,0.977,-3.751,1,28.036,74.643,6.336,1.001,1
5,7.246,0.954,72.826,0.992,-2.541,0,22.15,71.667,5.397,1.075,1
14,0,0.765,75.41,0.928,-2.48,0,21.863,78.556,6.551,1.125,1
17,6.452,0.91,70.508,0.969,-1.416,0,21.915,76.056,5.089,1.74,1
2.5,4.167,0.946,68.458,1.032,-3.713,0,22.032,76.5,6.052,1.182,1
4,0,0.926,74.667,1.053,-2.202,0,32.518,74.667,6.136,1.328,1
4,3.226,0.833,61.645,0.95,-1.453,0,21.695,60.667,5.555,1.746,1
1,4.225,0.905,70.113,0.947,-2.139,0,21.617,71.778,6.017,1.313,1
4,6.061,0.908,78.061,0.948,-4.461,1,21.504,79.722,6.282,1.495,1
1,3.704,0.829,76.667,0.947,-3.081,0,21.529,83.222,4.988,1.602,1
-1.5,14.286,1.039,76.905,0.971,-1.545,0,21.217,74.5,5.844,1.008,1
6.5,1.667,1.048,77.083,1.036,0.121,0,21.401,70.167,5.084,1.345,1
1,8.696,0.986,75.13,0.96,-4.424,1,21.575,73.889,5.937,1.186,1
0,5.882,0.924,65.765,1.06,-0.599,0,23.032,65.765,5.629,1.388,1
6,3.125,0.874,62.969,1.007,-2.552,0,21.895,61.667,5.238,1.657,1
5.5,5.128,0.934,79.615,0.948,-2.857,0,22.222,89.889,5.477,1.175,1
4.5,0,0.895,69.409,0.992,-2.968,0,22.418,72.222,4.988,1.301,1
0.5,4.762,0.976,77.476,0.972,0.149,0,22.347,81.778,4.897,1.285,1
6,0,0.808,64.875,1.019,-0.299,0,22.307,70,5.159,1.728,1
6.5,0,0.94,71.364,1.005,-2.945,0,21.715,69.944,5.628,1.295,1
3.5,0,0.788,62,0.929,-2.531,0,21.61,57.056,4.439,2.024,1
2,2.326,0.842,72.419,0.958,-2.234,1,21.764,68.667,4.174,1.572,1
8,0,0.825,72.355,0.996,-1.515,0,21.721,68.111,4.803,1.326,1
0,25,1.129,80.475,1.007,-2.169,0,22.017,74.833,6.741,1.026,1
6,0,0.9,62.227,1.012,-5.126,0,21.922,62.111,6.464,1.033,1
2,0,0.789,67,0.974,-4.952,0,21.739,66.889,7.103,1.039,1
-1,4.762,1.016,88.095,1.026,-3.883,0,21.803,87.778,5.488,1.131,1
1,4.348,1.086,78.739,0.998,-2.106,0,21.874,82.667,5.835,1.062,1
2,0,0.829,62.929,1.006,-5.608,1,27.908,62.929,6.531,1.134,1
2,0,0.923,76.412,0.946,-4.686,0,22.961,76.412,6.903,0.956,1
1.5,4,0.885,72.32,0.957,-3.814,1,21.852,79.389,5.021,1.569,1
5.5,5.405,0.946,67.216,1.005,-3.26,0,21.861,67.556,5.554,1.528,1
0,6.667,0.88,65.533,1.01,-2.627,0,26.037,65.533,5.994,1.177,1
1,0,0.918,65.923,1.007,-5.054,1,30.133,65.923,6.528,0.942,1
3,5.263,0.931,63.658,0.973,-1.949,0,21.786,58.944,5.154,1.577,1
9.5,0,0.813,63.71,1.01,-0.33,0,21.749,66.611,4.968,1.59,1
0,10,0.979,74.7,1.007,-1.145,0,21.684,75.278,6.116,1.2,1
3,3.333,0.853,56.467,0.959,-2.218,0,21.75,54.889,4.896,1.595,1
2,0,0.88,58.875,1.033,-3.462,0,24.408,58.875,6.596,1.191,1
3,3.03,0.9,77.485,0.97,-4.018,0,21.872,83.111,6.76,1.556,1
3,4.167,0.897,68.417,0.983,-5.147,0,22.182,67.056,6.819,1.094,1
7.5,0,0.814,66.909,0.992,-4.188,0,21.889,69.111,5.804,0.995,1
1,7.692,0.885,66.077,0.962,-6.925,0,30.013,66.077,6.332,1.056,1
6,2.632,0.763,58.211,0.917,-1.769,0,21.721,57.056,5.383,1.686,1
2,0,0.9,76.368,0.998,-3.938,0,21.637,78.333,6.113,1.063,1
2,0,0.867,63.882,0.985,-3.552,0,22.771,63.882,7.174,1.045,1
1,0,0.908,58.412,1.064,-4.867,0,22.679,58.412,7.063,1.13,1
5,10.345,0.934,73.931,0.978,-3.052,0,21.448,61.889,6.065,1.146,1
2,4.348,0.973,73.739,0.97,-3.228,1,21.482,77,6.115,1.095,1
2,7.692,0.988,68.077,1.074,0.532,0,29.541,68.077,5.742,1.355,1
3,0,0.871,62.8,1.005,-4.658,0,21.442,65.278,6.487,1.081,1
7,0,0.805,46.167,0.991,-1.352,0,21.671,46.167,4.135,1.72,1
4,9.091,0.991,79.205,0.979,-4.324,0,21.711,85.5,6.993,1.146,1
2,0,0.801,60.65,0.977,-4.714,0,21.689,59.833,7.318,1.004,1
3.5,0,0.897,73,1.1,1.796,0,21.935,73,4.722,1.537,1
20,0,0.949,62.117,1.159,0.48,0,21.871,58.722,5.486,1.321,1
4,5.405,0.97,71.703,0.962,-4.495,1,21.711,76.056,6.594,1.369,1
1,0,0.875,69.385,0.977,-5.46,0,30,69.385,6.598,1.011,1
4,0,0.78,58.5,0.979,-5.102,0,21.991,60.778,6.723,1.495,1
9,0,0.826,57.849,0.957,-0.316,0,21.924,57.722,5.068,1.224,1
9,0,0.776,67.737,0.963,-2.806,0,21.76,70.722,5.127,1.535,1
0,6.25,0.898,73.313,0.985,-4.696,0,24.301,73.313,7.329,1.088,1
1,2.381,0.931,77.69,0.961,-3.237,0,21.731,79.111,5.473,1.639,1
4,1.667,0.904,78.1,0.959,-4.168,0,21.98,81,6.501,0.975,1
1,6.25,0.838,71.375,0.949,-4.897,1,24.665,71.375,6.629,1.092,1
6,8.824,1.001,67.235,1.002,-3.723,1,22.152,67.222,6.513,1.113,1
10,0,0.928,56.026,1.196,1.908,0,22.009,57.278,5.097,1.536,1
5,0,0.865,74.533,1.021,-1.83,0,26.218,74.533,5.791,1.318,1
3.5,0,0.908,58.55,1.053,-4.222,0,22.111,59.222,5.789,1.141,1
